,p00739_f001,p00739_f002,p00739_f003,p00739_f004,p00739_f005,p00739_f006,p00739_f007,p00739_f008,p00739_f009,p00739_f010,p00739_f011
428,2022/06/27,--,--,0.0000,209022.0000,585.0000,-119.0000,--,--,10014.0000,10672.0000
427,2022/06/28,--,--,10149.0000,199158.0000,585.0000,0.0000,--,--,10144.0000,10206.0000
426,2022/06/29,--,--,7118.0000,201598.0000,585.0000,0.0000,--,--,10039.0000,10201.0000
425,2022/06/30,--,--,4250.0000,202675.0000,0.0000,-585.0000,--,--,10028.0000,10236.0000
424,2022/07/01,--,--,3220.0000,217466.0000,--,--,--,--,9980.0000,10224.0000
423,2022/07/04,--,--,3208.0000,224440.0000,601.0000,601.0000,--,--,9966.0000,10270.0000
422,2022/07/05,--,--,3094.0000,225085.0000,601.0000,0.0000,--,--,10084.0000,10357.0000
421,2022/07/06,--,--,2603.0000,225237.0000,601.0000,0.0000,--,--,9665.0000,10291.0000
420,2022/07/07,--,--,2603.0000,234486.0000,601.0000,0.0000,--,--,9559.0000,10135.0000
419,2022/07/08,--,--,2602.0000,230272.0000,601.0000,0.0000,--,--,9597.0000,10500.0000
418,2022/07/11,--,--,2528.0000,226911.0000,601.0000,0.0000,--,--,9544.0000,10200.0000
417,2022/07/12,--,--,2478.0000,233121.0000,601.0000,0.0000,--,--,9306.0000,10082.0000
416,2022/07/13,--,--,2402.0000,225663.0000,601.0000,0.0000,--,--,9125.0000,10109.0000
415,2022/07/14,--,--,2440.0000,231498.0000,601.0000,0.0000,--,--,8950.0000,9840.0000
414,2022/07/15,--,--,2353.0000,231774.0000,601.0000,0.0000,--,--,8803.0000,9752.0000
413,2022/07/18,--,--,2272.0000,220350.0000,601.0000,0.0000,--,--,9016.0000,9717.0000
412,2022/07/19,--,--,2255.0000,216780.0000,601.0000,0.0000,--,--,9149.0000,9910.0000
411,2022/07/20,--,--,1597.0000,211159.0000,601.0000,0.0000,--,--,9058.0000,9623.0000
410,2022/07/21,--,--,1511.0000,220591.0000,1001.0000,400.0000,--,--,9031.0000,9706.0000
409,2022/07/22,--,--,1471.0000,221369.0000,1001.0000,0.0000,--,--,8824.0000,9706.0000
408,2022/07/25,--,--,1030.0000,242322.0000,1401.0000,400.0000,--,--,8385.0000,9706.0000
407,2022/07/26,--,--,0.0000,226180.0000,1642.0000,241.0000,--,--,8453.0000,9732.0000
406,2022/07/27,--,--,13507.0000,219951.0000,1642.0000,0.0000,--,--,8620.0000,9041.0000
405,2022/07/28,--,--,9302.0000,220116.0000,1242.0000,-400.0000,--,--,8877.0000,9206.0000
404,2022/07/29,--,--,5752.0000,209222.0000,0.0000,-1242.0000,--,--,8859.0000,9175.0000
403,2022/08/01,--,--,5068.0000,205478.0000,--,--,--,--,8915.0000,9134.0000
402,2022/08/02,--,--,4681.0000,208934.0000,--,--,--,--,8635.0000,9070.0000
401,2022/08/03,--,--,3976.0000,205594.0000,--,--,--,--,8742.0000,8999.0000
400,2022/08/04,--,--,3916.0000,222896.0000,--,--,--,--,8601.0000,9050.0000
399,2022/08/05,--,--,3914.0000,226269.0000,--,--,--,--,8331.0000,8563.0000
398,2022/08/08,--,--,3269.0000,220535.0000,--,--,--,--,8240.0000,8558.0000
397,2022/08/09,--,--,3149.0000,206646.0000,--,--,--,--,8452.0000,8657.0000
396,2022/08/10,--,--,2816.0000,209064.0000,--,--,--,--,8463.0000,8757.0000
395,2022/08/11,--,--,2786.0000,206985.0000,--,--,--,--,8475.0000,8735.0000
394,2022/08/12,--,--,2570.0000,210196.0000,--,--,--,--,8502.0000,8735.0000
393,2022/08/15,--,--,2293.0000,219654.0000,--,--,--,--,8409.0000,8674.0000
392,2022/08/16,--,--,2093.0000,248773.0000,200.0000,200.0000,--,--,8079.0000,8599.0000
391,2022/08/17,--,--,993.0000,259200.0000,200.0000,0.0000,--,--,7943.0000,8519.0000
390,2022/08/18,--,--,993.0000,279196.0000,200.0000,0.0000,--,--,7792.0000,8300.0000
389,2022/08/19,--,--,903.0000,243670.0000,0.0000,-200.0000,--,--,7954.0000,8380.0000
388,2022/08/22,--,--,816.0000,227429.0000,--,--,--,--,8235.0000,8552.0000
387,2022/08/23,--,--,811.0000,216290.0000,--,--,--,--,8268.0000,8600.0000
386,2022/08/24,--,--,811.0000,215168.0000,622.0000,622.0000,--,--,8223.0000,8656.0000
385,2022/08/25,--,--,811.0000,220393.0000,622.0000,0.0000,--,--,8164.0000,8899.0000
384,2022/08/26,--,--,0.0000,218921.0000,811.0000,189.0000,--,--,8267.0000,8556.0000
383,2022/08/29,--,--,14219.0000,219469.0000,811.0000,0.0000,--,--,8227.0000,8625.0000
382,2022/08/30,--,--,8017.0000,242098.0000,811.0000,0.0000,--,--,8486.0000,8912.0000
381,2022/08/31,--,--,3520.0000,247398.0000,0.0000,-811.0000,--,--,8531.0000,8986.0000
380,2022/09/01,--,--,2610.0000,271956.0000,--,--,--,--,8593.0000,9067.0000
379,2022/09/02,--,--,2577.0000,273646.0000,--,--,--,--,8589.0000,9109.0000
378,2022/09/05,--,--,2580.0000,296670.0000,--,--,--,--,8657.0000,9172.0000
377,2022/09/06,--,--,2566.0000,294741.0000,--,--,--,--,8745.0000,9240.0000
376,2022/09/07,--,--,2538.0000,305205.0000,--,--,--,--,8789.0000,9362.0000
375,2022/09/08,--,--,2522.0000,301494.0000,--,--,--,--,8661.0000,9189.0000
374,2022/09/09,--,--,2452.0000,313826.0000,--,--,--,--,8837.0000,9337.0000
373,2022/09/13,--,--,2447.0000,310573.0000,--,--,--,--,9121.0000,9620.0000
372,2022/09/14,--,--,2252.0000,307753.0000,--,--,--,--,9016.0000,9361.0000
371,2022/09/15,--,--,1897.0000,296414.0000,--,--,--,--,8919.0000,9418.0000
370,2022/09/16,--,--,1128.0000,294052.0000,--,--,--,--,8809.0000,9253.0000
369,2022/09/19,--,--,952.0000,303527.0000,--,--,--,--,9000.0000,9253.0000
368,2022/09/20,--,--,780.0000,320381.0000,--,--,--,--,9132.0000,9434.0000
367,2022/09/21,--,--,754.0000,296456.0000,--,--,--,--,9036.0000,9790.0000
366,2022/09/22,--,--,596.0000,290801.0000,158.0000,158.0000,--,--,9096.0000,9780.0000
365,2022/09/23,--,--,593.0000,298933.0000,158.0000,0.0000,--,--,9095.0000,9659.0000
364,2022/09/26,--,--,580.0000,260079.0000,265.0000,107.0000,--,--,8899.0000,9339.0000
363,2022/09/27,--,--,0.0000,236051.0000,580.0000,315.0000,--,--,8509.0000,9330.0000
362,2022/09/28,--,--,21756.0000,233029.0000,580.0000,0.0000,--,--,8462.0000,8744.0000
361,2022/09/29,--,--,10560.0000,220100.0000,580.0000,0.0000,--,--,8520.0000,8777.0000
360,2022/09/30,--,--,4103.0000,194388.0000,0.0000,-580.0000,--,--,8497.0000,8780.0000
359,2022/10/10,--,--,3814.0000,219289.0000,--,--,--,--,8843.0000,9040.0000
358,2022/10/11,--,--,3352.0000,218425.0000,--,--,--,--,8635.0000,8920.0000
357,2022/10/12,--,--,3110.0000,220918.0000,--,--,--,--,8452.0000,8782.0000
356,2022/10/13,--,--,3121.0000,224882.0000,320.0000,320.0000,--,--,8317.0000,8582.0000
355,2022/10/14,--,--,1888.0000,218938.0000,320.0000,0.0000,--,--,8332.0000,8539.0000
354,2022/10/17,--,--,1499.0000,233147.0000,320.0000,0.0000,--,--,8351.0000,8604.0000
353,2022/10/18,--,--,1498.0000,226363.0000,320.0000,0.0000,--,--,8357.0000,8535.0000
352,2022/10/19,--,--,1251.0000,256338.0000,196.0000,-124.0000,--,--,8184.0000,8394.0000
351,2022/10/20,--,--,1251.0000,242050.0000,196.0000,0.0000,--,--,8334.0000,8394.0000
350,2022/10/21,--,--,1187.0000,239648.0000,196.0000,0.0000,--,--,8418.0000,8526.0000
349,2022/10/24,--,--,1150.0000,229967.0000,196.0000,0.0000,--,--,8431.0000,8758.0000
348,2022/10/25,--,--,1150.0000,225118.0000,1046.0000,850.0000,--,--,8355.0000,8624.0000
347,2022/10/26,--,--,0.0000,238405.0000,1050.0000,4.0000,--,--,8273.0000,8556.0000
346,2022/10/27,--,--,33378.0000,262515.0000,1050.0000,0.0000,--,--,8134.0000,8134.0000
345,2022/10/28,--,--,14916.0000,252460.0000,1050.0000,0.0000,--,--,7818.0000,8146.0000
344,2022/10/31,--,--,5246.0000,255141.0000,0.0000,-1050.0000,--,--,7699.0000,8056.0000
343,2022/11/01,--,--,4287.0000,244009.0000,--,--,--,--,7806.0000,8092.0000
342,2022/11/02,--,--,4175.0000,249463.0000,--,--,--,--,7752.0000,8164.0000
341,2022/11/03,--,--,3871.0000,270271.0000,--,--,--,--,7707.0000,7988.0000
340,2022/11/04,--,--,3261.0000,255330.0000,--,--,--,--,7727.0000,8004.0000
339,2022/11/07,--,--,2342.0000,246643.0000,--,--,--,--,7831.0000,8042.0000
338,2022/11/08,--,--,2040.0000,253563.0000,--,--,--,--,7795.0000,8052.0000
337,2022/11/09,--,--,2040.0000,243123.0000,--,--,--,--,7808.0000,8049.0000
336,2022/11/10,--,--,1960.0000,251991.0000,--,--,--,--,7757.0000,8000.0000
335,2022/11/11,--,--,1344.0000,253921.0000,--,--,--,--,8030.0000,8200.0000
334,2022/11/14,--,--,1321.0000,248591.0000,--,--,--,--,8181.0000,8413.0000
333,2022/11/15,--,--,1230.0000,249524.0000,--,--,--,--,8228.0000,8412.0000
332,2022/11/16,--,--,1230.0000,242551.0000,--,--,--,--,8180.0000,8350.0000
331,2022/11/17,--,--,1119.0000,251146.0000,--,--,--,--,8234.0000,8381.0000
330,2022/11/18,--,--,1040.0000,266579.0000,--,--,--,--,8293.0000,8369.0000
329,2022/11/21,--,--,1040.0000,244199.0000,--,--,--,--,8218.0000,8287.0000
328,2022/11/22,--,--,962.0000,242021.0000,--,--,--,--,8121.0000,8150.0000
327,2022/11/23,--,--,962.0000,235729.0000,762.0000,762.0000,--,--,8071.0000,8080.0000
326,2022/11/24,--,--,962.0000,222613.0000,762.0000,0.0000,--,--,7894.0000,8080.0000
325,2022/11/25,--,--,0.0000,231274.0000,862.0000,100.0000,--,--,7808.0000,8357.0000
324,2022/11/28,--,--,14114.0000,231631.0000,962.0000,100.0000,--,--,7702.0000,7787.0000
323,2022/11/29,--,--,8873.0000,223968.0000,962.0000,0.0000,--,--,7654.0000,7695.0000
322,2022/11/30,--,--,4438.0000,227549.0000,0.0000,-962.0000,--,--,7651.0000,7733.0000
321,2022/12/01,--,--,3149.0000,224695.0000,--,--,--,--,7888.0000,7523.0000
320,2022/12/02,--,--,2651.0000,242541.0000,--,--,--,--,8035.0000,8079.0000
319,2022/12/05,--,--,2496.0000,241772.0000,--,--,--,--,8100.0000,8114.0000
318,2022/12/06,--,--,2036.0000,253710.0000,--,--,--,--,8102.0000,8115.0000
317,2022/12/07,--,--,1801.0000,237149.0000,--,--,--,--,7952.0000,7976.0000
316,2022/12/08,--,--,1501.0000,231793.0000,101.0000,101.0000,--,--,7899.0000,7916.0000
315,2022/12/09,--,--,1237.0000,273672.0000,140.0000,39.0000,--,--,8156.0000,8201.0000
314,2022/12/12,--,--,878.0000,280964.0000,140.0000,0.0000,--,--,8232.0000,8298.0000
313,2022/12/13,--,--,878.0000,286717.0000,140.0000,0.0000,--,--,8173.0000,8298.0000
312,2022/12/14,--,--,868.0000,288362.0000,120.0000,-20.0000,--,--,8190.0000,8298.0000
311,2022/12/15,--,--,859.0000,288440.0000,81.0000,-39.0000,--,--,8271.0000,8310.0000
310,2022/12/16,--,--,859.0000,283706.0000,81.0000,0.0000,--,--,8246.0000,8310.0000
309,2022/12/19,--,--,747.0000,263158.0000,81.0000,0.0000,--,--,8118.0000,8062.0000
308,2022/12/20,--,--,239.0000,253439.0000,81.0000,0.0000,--,--,8058.0000,8096.0000
307,2022/12/21,--,--,205.0000,269788.0000,0.0000,-81.0000,--,--,8114.0000,8200.0000
306,2022/12/22,--,--,205.0000,293371.0000,--,--,--,--,8318.0000,8200.0000
305,2022/12/23,--,--,205.0000,279182.0000,--,--,--,--,8281.0000,8200.0000
304,2022/12/26,--,--,205.0000,293350.0000,--,--,--,--,8340.0000,8200.0000
303,2022/12/27,--,--,0.0000,296154.0000,205.0000,205.0000,--,--,8370.0000,8142.0000
302,2022/12/28,--,--,14065.0000,280119.0000,205.0000,0.0000,--,--,8349.0000,8316.0000
301,2022/12/29,--,--,7638.0000,265082.0000,205.0000,0.0000,--,--,8274.0000,8247.0000
300,2022/12/30,--,--,2598.0000,276145.0000,0.0000,-205.0000,--,--,8361.0000,8280.0000
299,2023/01/03,--,--,2565.0000,293080.0000,--,--,--,--,8484.0000,8456.0000
298,2023/01/04,--,--,2395.0000,274205.0000,--,--,--,--,8458.0000,8391.0000
297,2023/01/05,--,--,1714.0000,257365.0000,--,--,--,--,8276.0000,8233.0000
296,2023/01/06,--,--,1517.0000,262690.0000,110.0000,110.0000,--,--,8272.0000,8216.0000
295,2023/01/09,--,--,1097.0000,253283.0000,610.0000,500.0000,--,--,8317.0000,8250.0000
294,2023/01/10,--,--,1017.0000,260084.0000,610.0000,0.0000,--,--,8233.0000,8200.0000
293,2023/01/11,--,--,1016.0000,283296.0000,610.0000,0.0000,--,--,8338.0000,8139.0000
292,2023/01/12,--,--,1016.0000,316330.0000,610.0000,0.0000,--,--,8546.0000,8843.0000
291,2023/01/13,--,--,1016.0000,335614.0000,610.0000,0.0000,--,--,8731.0000,8843.0000
290,2023/01/16,--,--,850.0000,333116.0000,775.0000,165.0000,--,--,8701.0000,8680.0000
289,2023/01/17,--,--,0.0000,326383.0000,1625.0000,850.0000,--,--,8714.0000,8680.0000
288,2023/01/18,--,--,0.0000,329666.0000,1624.0000,-1.0000,--,--,8773.0000,8680.0000
287,2023/01/19,--,--,0.0000,312435.0000,1624.0000,0.0000,--,--,8836.0000,8242.0000
286,2023/01/20,--,--,25382.0000,307053.0000,1524.0000,-100.0000,--,--,8908.0000,8880.0000
285,2023/01/30,--,--,17471.0000,307633.0000,1524.0000,0.0000,--,--,8894.0000,8901.0000
284,2023/01/31,--,--,7626.0000,291827.0000,0.0000,-1524.0000,--,--,8700.0000,8685.0000
283,2023/02/01,--,--,5751.0000,295107.0000,400.0000,400.0000,--,--,8757.0000,8705.0000
282,2023/02/02,--,--,4850.0000,295206.0000,734.0000,334.0000,--,--,8646.0000,8595.0000
281,2023/02/03,--,--,3452.0000,287821.0000,2194.0000,1460.0000,--,--,8503.0000,8550.0000
280,2023/02/06,--,--,2637.0000,292637.0000,2634.0000,440.0000,--,--,8392.0000,8364.0000
279,2023/02/07,--,--,2230.0000,288888.0000,3034.0000,400.0000,--,--,8402.0000,8339.0000
278,2023/02/08,--,--,1750.0000,294050.0000,4114.0000,1080.0000,--,--,8396.0000,8360.0000
277,2023/02/09,--,--,248.0000,305011.0000,4280.0000,166.0000,--,--,8378.0000,8375.0000
276,2023/02/10,--,--,254.0000,313357.0000,3300.0000,-980.0000,--,--,8321.0000,8210.0000
275,2023/02/13,--,--,254.0000,308187.0000,3300.0000,0.0000,--,--,8402.0000,8350.0000
274,2023/02/14,--,--,254.0000,304262.0000,3227.0000,-73.0000,--,--,8360.0000,8350.0000
273,2023/02/15,--,--,54.0000,324262.0000,2027.0000,-1200.0000,--,--,8314.0000,8350.0000
272,2023/02/16,--,--,54.0000,299016.0000,2027.0000,0.0000,--,--,8414.0000,8361.0000
271,2023/02/17,--,--,54.0000,315596.0000,1924.0000,-103.0000,--,--,8409.0000,8361.0000
270,2023/02/20,--,--,0.0000,298481.0000,1655.0000,-269.0000,--,--,8376.0000,8361.0000
269,2023/02/21,--,--,0.0000,287792.0000,1429.0000,-226.0000,--,--,8555.0000,8361.0000
268,2023/02/22,--,--,0.0000,282215.0000,1309.0000,-120.0000,--,--,8582.0000,8361.0000
267,2023/02/23,--,--,0.0000,281736.0000,1294.0000,-15.0000,--,--,8563.0000,8214.0000
266,2023/02/24,--,--,35071.0000,281992.0000,994.0000,-300.0000,--,--,8613.0000,8599.0000
265,2023/02/27,--,--,25284.0000,272621.0000,874.0000,-120.0000,--,--,8591.0000,8575.0000
264,2023/02/28,--,--,14370.0000,267140.0000,0.0000,-874.0000,--,--,8465.0000,8454.0000
263,2023/03/01,--,--,12307.0000,267918.0000,222.0000,222.0000,--,--,8530.0000,8500.0000
262,2023/03/02,--,--,6959.0000,270178.0000,4822.0000,4600.0000,--,--,8560.0000,8543.0000
261,2023/03/03,--,--,2702.0000,271813.0000,7722.0000,2900.0000,--,--,8533.0000,8470.0000
260,2023/03/06,--,--,1704.0000,256156.0000,8522.0000,800.0000,--,--,8520.0000,8473.0000
259,2023/03/07,--,--,1699.0000,266784.0000,9142.0000,620.0000,--,--,8589.0000,8551.0000
258,2023/03/08,--,--,696.0000,264701.0000,8764.0000,-378.0000,--,--,8558.0000,8538.0000
257,2023/03/09,--,--,303.0000,268665.0000,8513.0000,-251.0000,--,--,8498.0000,8202.0000
256,2023/03/10,--,--,303.0000,289549.0000,7434.0000,-1079.0000,--,--,8436.0000,8274.0000
255,2023/03/13,--,--,266.0000,268452.0000,6511.0000,-923.0000,--,--,8472.0000,8398.0000
254,2023/03/14,--,--,266.0000,289917.0000,5198.0000,-1313.0000,--,--,8389.0000,8296.0000
253,2023/03/15,--,--,266.0000,291143.0000,5058.0000,-140.0000,--,--,8344.0000,8296.0000
252,2023/03/16,--,--,266.0000,308960.0000,4938.0000,-120.0000,--,--,8207.0000,8500.0000
251,2023/03/17,--,--,266.0000,298076.0000,5008.0000,70.0000,--,--,8185.0000,8500.0000
250,2023/03/20,--,--,266.0000,291289.0000,5008.0000,0.0000,--,--,8298.0000,8604.0000
249,2023/03/21,--,--,67.0000,281646.0000,4908.0000,-100.0000,--,--,8260.0000,8604.0000
248,2023/03/22,--,--,67.0000,279648.0000,4908.0000,0.0000,--,--,8304.0000,8604.0000
247,2023/03/23,--,--,66.0000,270116.0000,4809.0000,-99.0000,--,--,8313.0000,8604.0000
246,2023/03/24,--,--,0.0000,265953.0000,4609.0000,-200.0000,--,--,8274.0000,8604.0000
245,2023/03/27,--,--,0.0000,257178.0000,205.0000,-4404.0000,--,--,8339.0000,8604.0000
244,2023/03/28,--,--,0.0000,258260.0000,205.0000,0.0000,--,--,8462.0000,8505.0000
243,2023/03/29,--,--,7459.0000,260798.0000,204.0000,-1.0000,--,--,8458.0000,8527.0000
242,2023/03/30,--,--,5534.0000,264709.0000,204.0000,0.0000,--,--,8463.0000,8515.0000
241,2023/03/31,--,--,3710.0000,266545.0000,0.0000,-204.0000,--,--,8514.0000,8543.0000
240,2023/04/03,--,--,2581.0000,283922.0000,3600.0000,3600.0000,--,--,8643.0000,8656.0000
239,2023/04/04,--,--,1734.0000,302500.0000,4615.0000,1015.0000,--,--,8685.0000,8722.0000
238,2023/04/06,--,--,1692.0000,304933.0000,4615.0000,0.0000,--,--,8672.0000,8718.0000
237,2023/04/07,--,--,1692.0000,305612.0000,4281.0000,-334.0000,--,--,8668.0000,8699.0000
236,2023/04/10,--,--,1675.0000,309419.0000,4281.0000,0.0000,--,--,8678.0000,8684.0000
235,2023/04/11,--,--,975.0000,316174.0000,4981.0000,700.0000,--,--,8648.0000,8623.0000
234,2023/04/12,--,--,930.0000,326880.0000,4981.0000,0.0000,--,--,8634.0000,8646.0000
233,2023/04/13,--,--,900.0000,347493.0000,4981.0000,0.0000,--,--,8668.0000,8677.0000
232,2023/04/14,--,--,899.0000,347590.0000,4730.0000,-251.0000,--,--,8610.0000,8585.0000
231,2023/04/17,--,--,615.0000,362956.0000,5008.0000,278.0000,--,--,8729.0000,8724.0000
230,2023/04/18,--,--,615.0000,357343.0000,4808.0000,-200.0000,--,--,8610.0000,8588.0000
229,2023/04/19,--,--,615.0000,354973.0000,4888.0000,80.0000,--,--,8629.0000,8636.0000
228,2023/04/20,--,--,315.0000,334186.0000,3988.0000,-900.0000,--,--,8514.0000,8520.0000
227,2023/04/21,--,--,108.0000,331620.0000,3987.0000,-1.0000,--,--,8509.0000,8534.0000
226,2023/04/24,--,--,108.0000,331789.0000,3687.0000,-300.0000,--,--,8433.0000,8534.0000
225,2023/04/25,--,--,0.0000,326259.0000,3287.0000,-400.0000,--,--,8420.0000,8656.0000
224,2023/04/26,--,--,13127.0000,328156.0000,2687.0000,-600.0000,--,--,8324.0000,8336.0000
223,2023/04/27,--,--,7233.0000,333839.0000,204.0000,-2483.0000,--,--,8285.0000,8288.0000
222,2023/04/28,--,--,3476.0000,325137.0000,0.0000,-204.0000,--,--,8240.0000,8229.0000
221,2023/05/04,--,--,2294.0000,343146.0000,1700.0000,1700.0000,--,--,8005.0000,8097.0000
220,2023/05/05,--,--,1539.0000,357291.0000,2000.0000,300.0000,--,--,7999.0000,8012.0000
219,2023/05/08,--,--,1399.0000,342232.0000,2000.0000,0.0000,--,--,8159.0000,8220.0000
218,2023/05/09,--,--,1187.0000,347058.0000,1659.0000,-341.0000,--,--,8168.0000,8186.0000
217,2023/05/10,--,--,1187.0000,343050.0000,1333.0000,-326.0000,--,--,8144.0000,8250.0000
216,2023/05/11,--,--,1187.0000,365024.0000,1231.0000,-102.0000,--,--,8092.0000,8250.0000
215,2023/05/12,--,--,1187.0000,395173.0000,1104.0000,-127.0000,--,--,7954.0000,8004.0000
214,2023/05/15,--,--,1187.0000,403857.0000,480.0000,-624.0000,--,--,7817.0000,7939.0000
213,2023/05/16,--,--,1187.0000,414339.0000,420.0000,-60.0000,--,--,7820.0000,7987.0000
